,Name,City,Country,Arena,Capactity,Logo URL,Division,City,State,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Zach,Edey,C,22,224,305,14,86,1.5,1.9,0.62,5.7,0.6,1,0.37,3.2,16,4.1,56,0.9,81,83,0.6,1,78,R,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jaren,Jackson JR,C,25,208,242,14,84,2.2,5.5,0.78,11.7,0.55,5.2,0.33,1.5,84,4.9,81,1.4,84,85,1.4,1.6,89,SP,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jake,LaRavia,PF,23,203,235,14,70,1.5,2.1,0.71,3.4,0.52,2.1,0.43,1.4,21,3,76,3.1,78,81,0.9,0.5,76,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Marcus,Smart,PG,30,190,220,14,80,1.9,2,0.83,3.1,0.43,4.8,0.33,0.8,64,1.6,77,3.8,87,76,1.3,0.3,82,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Ja,Morant,PG,25,188,174,14,78,3.9,6.5,0.81,11.1,0.5,4.9,0.3,0.6,93,3.7,96,7.7,82,86,1.3,0.3,97,SP,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Brandon,Clarke,PF,28,203,215,14,79,0.6,1.2,0.67,5.1,0.65,0.4,0.26,1.7,50,3.2,80,1,84,79,0.5,0.6,84,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Desmond,Babe,SG,26,196,215,14,78,2.5,2.5,0.86,7.5,0.58,5.9,0.38,0.8,75,4.7,85,5.3,80,82,1.3,0.5,87,PT,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Scotty,Pippen Jr.,PG,24,185,185,14,75,1.8,2,0.67,5,0.52,2.9,0.37,0.7,23,2.6,82,4.6,82,73,1.3,0.4,79,PT,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Luke,Kennard,SG,28,196,206,14,61,0.9,1.2,0.89,2,0.45,4.6,0.47,0.7,41,2.4,76,3.2,85,71,0.6,0.1,77,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jay,Huff,C,26,216,240,14,82,0.7,1.2,0.77,1.9,0.73,3.8,0.41,0.5,15,2.4,75,0.7,86,74,0.3,1,73,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jaylen,Wells,SG,21,201,206,14,69,1.1,1.9,0.82,4.3,0.5,5.2,0.38,1.1,10,2.2,73,1.6,80,80,0.5,0.1,77,R,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Santi,Aldama,PF,24,211,224,14,76,1.2,1.5,0.7,5.5,0.59,4.6,0.36,1.6,40,5.4,77,2.7,79,80,0.9,0.5,83,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Kel`el,Ware,C,20,213,230,15,82,0.6,1.1,0.74,4.3,0.64,1.7,0.37,1,10,3.6,71,0.5,73,83,0.5,1,79,R,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Bam,Adebayo,C,27,206,255,15,85,2,4,0.71,10.7,0.49,2.5,0.26,2.5,89,7.4,89,4.5,88,86,1.4,0.8,95,SP,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Duncan,Robinson,SF,30,201,215,15,60,1,0.7,0.89,2.6,0.53,6.7,0.38,0.3,45,2.1,80,2.8,86,66,0.5,0.2,79,EX,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jimmy,Butler,SF,35,201,230,15,81,1.2,6.4,0.8,9.1,0.56,1.4,0.56,2.2,93,3,90,4.8,82,69,1.1,0.4,91,SP,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Terry,Rozier,PG,30,185,190,15,70,1.5,1.8,0.91,5.6,0.5,5.2,0.28,0.7,66,3.4,85,2.9,83,68,0.6,0.3,84,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Alec,Burks,SF,33,198,214,15,69,0.4,1,0.8,1.1,0.37,3.1,0.42,0.3,45,1.7,78,1,78,62,0.5,0.2,78,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Tyler,Herro,SG,25,196,195,15,73,2.3,4,0.87,7.8,0.56,9.7,0.4,0.3,85,6.3,89,5.1,86,86,0.7,0.1,89,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jaime,Jaquez Jr.,SF,23,198,225,15,79,1.6,2.6,0.74,5.7,0.49,2.1,0.31,1.3,24,3.5,83,2.7,79,84,1.2,0.2,84,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Nikola,Jovic,PF,21,208,209,15,76,1.1,2.1,0.84,3.6,0.53,4.2,0.36,0.6,20,3.2,76,2.7,80,76,0.8,0.3,80,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Haywood,Highsmith,SF,28,201,220,15,74,0.8,0.6,0.66,2.2,0.57,3.1,0.41,0.9,15,2.4,71,1.2,81,70,1,0.6,77,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Kevin,Love,PF,36,203,251,15,62,0.8,1.1,0.68,2.4,0.34,3.4,0.36,1,71,3.4,67,1.1,89,60,0.8,0.1,70,HF,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Josh,Richardson,SG,31,196,200,15,65,1,0.5,1,2,0.31,2.8,0.27,0.8,25,0.8,69,1.5,82,64,1,0.1,58,R,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Brook,Lopez,C,36,213,282,16,80,1,1.4,0.78,4.5,0.61,5,0.37,1.1,76,3.8,42,0.8,74,68,0.8,2,78,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Giannis,Antetokounmpo,PF,30,211,242,16,87,3.5,10.7,0.58,19.9,0.62,0.7,0.15,2.2,98,9.8,93,6,78,80,0.8,1.4,100,HH,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Khris,Middleton,SF,33,201,222,16,79,1.7,2.3,0.83,5.8,0.54,3.8,0.37,0.3,80,3.7,84,5.1,86,78,0.9,0.2,86,HH,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Damian,Lillard,PG,34,188,195,16,61,2.8,6.6,0.92,8.3,0.51,9,0.39,0.5,94,4,90,7.2,89,79,1.3,0.2,97,SP,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Pat,Connaughton,SG,32,196,209,16,63,0.6,0.7,0.75,1.7,0.56,2.4,0.28,0.6,38,2.4,74,1.8,71,67,0.2,0.3,74,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Bobby,Portis,PF,29,208,250,16,75,1.2,1.5,0.81,8.2,0.52,3.5,0.36,1.7,49,6.2,66,2,65,65,0.7,0.5,71,IH,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Gary,Trent Jr.,SG,26,196,209,16,78,0.6,0.9,0.9,2.6,0.44,5.1,0.43,0.2,56,2.1,79,0.9,80,72,1.2,0.2,82,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Taurean,Prince,PF,30,198,218,16,81,1,0.5,0.77,2.1,0.43,3.6,0.43,0.6,56,3.1,78,1.8,80,70,0.8,0.1,82,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,A.J.,Green,SG,25,193,200,16,65,0.6,0.4,0.85,0.7,0.48,5.2,0.44,0.3,10,3.1,61,1.3,71,70,0.5,0.1,73,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,AJ,Johnson,SG,20,193,160,16,55,0.3,0.1,0.7,1,0.5,0.2,0.65,0.1,3,0.5,50,0.5,72,81,0.1,0,66,R,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,MarJon,Beauvhamp,SF,24,198,199,16,60,0.6,0.5,0.8,1,0.5,0.9,0.27,0.2,8,0.9,64,0.1,73,69,0.1,0,71,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Delon,Wright,PG,32,196,185,16,75,0.6,0.6,0.57,1.3,0.35,1.8,0.26,0.6,34,1.7,70,1.8,75,69,0.3,0.6,76,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Julius,Randle,PF,30,206,250,17,78,2.9,5.3,0.8,9.3,0.53,4.6,0.33,2.1,81,5.2,80,4.5,85,81,0.7,0.2,90,SP,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jaden,McDaniels,PF,24,206,185,17,85,1,1.2,0.75,5.3,0.54,3.8,0.32,1.5,28,3.6,83,1.5,80,84,1.4,0.9,83,PT,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Nickeil,Alexander-Walker,SG,26,196,205,17,80,1.3,1,0.69,2.8,0.51,3.9,0.4,0.6,21,2.2,78,1.5,73,76,0.6,0.3,77,PT,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Donte,DiVinvenzo,SG,27,193,203,17,78,1.8,1.3,0.82,2.4,0.47,7,0.36,0.6,40,3.7,76,3.6,81,79,1.2,0.2,81,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Mike,Conley,PG,37,183,175,17,69,1.1,1.4,0.89,2.2,0.33,4.7,0.38,0.5,78,2.2,79,4.3,90,67,1.3,0.2,84,HH,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Joe,Ingles,SF,37,203,220,17,60,1,0.5,0.82,0.1,0.58,2.4,0.43,0.2,39,1.8,71,1,89,60,0.1,0.1,69,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Rob,Dillingham,PG,20,185,176,17,71,1.1,0.2,0.8,2.4,0.51,1.7,0.45,0.1,4,0.7,72,1.7,74,83,0.1,0.1,83,R,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Terrence,Shannon Jr.,SG,24,198,215,17,70,0.3,0.2,0.8,1,0.6,0.3,0.3,0.1,3,0.2,70,0.5,81,80,0.2,0.1,81,R,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Luka,Garza,C,26,208,235,17,73,0.6,0.4,0.62,1.6,0.68,0.6,0.25,0.4,7,0.7,61,0.1,60,59,0.1,0.1,61,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Naz,Reid,C,25,206,264,17,75,1.2,1.9,0.78,5.4,0.55,5.1,0.4,1,60,4.2,81,1.7,96,75,0.8,0.8,81,PT,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Josh,Minott,SF,22,203,205,17,67,0.3,0.4,0.81,1.3,0.7,1,0.25,0.2,5,0.9,71,0.5,69,68,0.4,0.3,69,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Yves,Messi,C,20,211,235,18,84,1.2,3,0.66,6.3,0.56,0,0,3.6,9,4.5,74,1.4,81,79,0.6,1.4,75,R,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Zion,Williamson,PF,24,198,284,18,73,3.5,8.5,0.63,16.3,0.5,0.9,0.2,3.4,84,5.1,88,5.1,82,80,1.2,1.2,82,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Brandon,Ingram,SF,27,203,190,18,69,3.8,3.1,0.85,12.1,0.51,6.4,0.37,0.9,80,4.6,81,5.2,88,83,0.9,0.6,90,SP,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Brandon,Boston Jr.,SG,23,201,185,18,68,1.2,2,0.81,5.7,0.48,3.3,0.34,0.7,6,2.5,81,2.3,83,76,1.2,0.2,80,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Dejounte,Murray,PG,28,196,180,18,83,3.5,3.7,0.81,10.4,0.44,5.8,0.3,0.5,81,6,90,7.6,83,80,2.2,0.4,90,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Javonte,Green,SG,31,193,205,18,69,0.7,1.3,0.77,2.5,0.52,4.6,0.46,1.1,30,2.4,75,2.4,75,70,1,0.7,80,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Daniel,Theis,C,32,203,245,18,73,0.7,1,0.82,2.4,0.59,1,0.25,1.2,35,4.4,60,1.6,79,65,0.5,0.5,74,IH,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jose,Alvarado,PG,26,183,179,18,75,1.2,1.2,0.78,2.8,0.35,5.3,0.41,0.5,41,1.5,83,4.1,79,76,1.4,0.3,82,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Trey,Murphy III,SF,24,191,203,18,80,1.6,4.8,0.88,7.3,0.55,8.5,0.35,1,55,4,84,3,84,83,1.6,0.8,89,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Herbert,Jones,SF,26,203,210,18,84,1.8,2,0.82,5,0.53,3.6,0.3,1.1,49,2.8,81,3.3,86,82,1.9,0.5,87,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jordan,Hawkins,SG,22,196,195,18,65,0.9,2,0.83,4.3,0.41,6.1,0.33,0.4,34,2.1,70,0.9,72,78,0.7,0.4,71,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jeremiah,Robinson-Earl,PF,24,206,230,18,62,0.7,0.7,0.86,2.7,0.57,2.3,0.3,1.8,19,3.1,69,1.3,68,68,0.7,0.2,69,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Antonio,Reeves,SG,24,196,205,18,60,0.3,0.4,0.87,2.1,0.52,2.1,0.28,0.3,3,1,68,0.6,69,71,0.3,0.1,73,R,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Karl-Anthony,Towns,C,29,213,248,19,85,2.6,5.9,0.83,11.8,0.58,4.8,0.43,3,89,10.9,90,3.4,90,85,1,0.8,96,SP,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,OG,Anunoby,PF,27,201,232,19,87,1.3,2.5,0.8,7.1,0.55,5.8,0.35,1.3,82,3.5,91,2,93,87,1.4,0.9,90,PT,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Mikal,Bridges,SF,28,198,209,19,86,1.6,1.2,0.74,8.2,0.6,6.8,0.36,0.9,85,3.1,90,3.2,93,84,1,0.5,98,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Josh,Hart,SG,29,193,215,19,83,2,2.7,0.81,6.2,0.66,3.4,0.36,2.7,69,7.5,88,5.7,87,79,1.5,0.4,93,PT,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jalen,Brunson,PG,28,188,290,19,80,2.4,7,0.81,12.4,0.53,5.9,0.39,0.4,93,2.5,94,7.4,90,89,0.9,0,95,SP,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Tyler,Kolek,PG,23,185,195,19,63,0.3,0.2,0.55,0.7,0.36,1,0.38,0.1,6,0.5,68,0.1,74,83,0.3,0,69,R,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Landry,Shamet,SG,25,193,190,19,74,0.3,0.1,0.5,1.3,0.5,1.7,0.28,0.2,20,0.9,71,0.5,77,72,0.5,0.1,73,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Miles,Mcbride,PG,24,188,200,19,65,0.8,1.1,0.82,3.2,0.47,4.6,0.37,0.8,29,2.4,78,2.8,79,85,0.8,0.2,78,PT,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Precious,Achiuwa,C,25,203,225,19,80,0.8,1,0.52,3.7,0.55,0.6,0.37,1.7,34,3.8,73,1,83,78,0.8,0.8,82,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Mitchell,Robinso,C,26,213,240,19,88,0.8,2.1,0.4,4.1,0.57,2.4,0.57,4.6,42,3.9,70,0.6,80,75,1.2,1.1,71,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Matt,Ryan,SF,27,198,215,19,60,0.2,0.1,0.89,0.6,0.44,1.1,0.31,0.1,10,0.4,73,0.2,71,65,0.1,0.1,70,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Chet,Holmgren,C,22,216,213,20,92,2.3,4.9,0.77,7.4,0.56,3.7,0.56,1.6,77,8.7,86,2,84,90,0.8,2.3,92,PT,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Danilo,Gallinari,PF,31,208,233,20,63,1.4,5.4,0.9,6.8,0.46,6.4,0.42,0.9,64,5.1,56,2.3,70,66,0.7,0.2,85,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Terrance,Ferguson,SF,21,198,190,20,64,0.8,1.3,0.78,1.7,0.42,3.5,0.33,0.5,40,1.3,83,1,72,79,0.5,0.3,77,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Shai,G-Alexander,SG,21,196,180,20,75,2.2,4.1,0.8,11.4,0.47,3.5,0.35,0.7,61,5.6,70,3.8,75,74,1.2,0.6,80,PT,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Chris,Paul,PG,34,185,175,20,80,2.4,4.4,0.9,8.2,0.48,4.5,0.36,0.4,87,4.6,80,8.2,85,70,1.5,0.1,84,CG,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Nerlens,Noel,C,25,208,220,20,74,1.4,2.2,0.65,6.2,0.55,0.1,0.3,2,42,4.6,34,1.2,84,66,1.3,1.4,63,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Dennis,Schroeder,PG,26,185,172,20,62,2.4,3.5,0.84,9.8,0.44,5.1,0.37,0.4,58,2.9,68,4.7,63,75,0.8,0.2,72,HH,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Mike,Muscala,PF,28,208,240,20,60,0.7,1.6,0.82,1.4,0.44,2.6,0.36,1.4,35,3.2,50,1.3,75,63,0.4,0.5,68,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Hamidou,Diallo,SG,21,196,202,20,65,1.3,1.7,0.65,4.9,0.46,1.2,0.3,0.8,42,2.5,77,0.8,70,63,0.8,0.3,71,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Andre,Roberson,SF,28,201,210,20,83,0.8,0.9,0.52,3.7,0.48,1.4,0.25,1.5,54,2.8,64,1.3,70,67,1.2,1.1,76,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Luguentz,Dort,SG,20,190,215,20,57,1.5,1.3,0.8,3.2,0.42,2.6,0.3,0.6,35,1.5,50,1,68,69,0.8,0.2,70,R,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Abdel,Nader,SF,26,196,225,20,61,0.8,1.4,0.76,3.2,0.46,2.2,0.36,0.4,41,2,65,0.8,78,59,0.4,0.4,65,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Darius,Bazley,SF,22,203,208,20,54,1.6,1.6,0.7,2.8,0.4,2.2,0.3,0.5,30,3.5,56,0.7,68,69,0.4,0.7,70,R,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Nikola,Vucevic,C,29,211,260,21,66,1.9,2.6,0.78,12.1,0.47,4.8,0.33,2.5,63,8.3,30,3.6,64,72,0.9,0.9,71,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jonathan,Isaac,PF,22,211,230,21,73,1.5,2.6,0.77,7.5,0.47,3,0.33,2.1,39,5.4,53,1.6,79,65,1.6,2.4,73,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Aaron,Gordon,SF,24,203,235,21,64,1.8,3.3,0.7,8.7,0.44,4.2,0.33,1.8,70,5.8,80,3.6,70,70,0.8,0.7,70,SP,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Evan,Fournier,SG,27,201,205,21,62,2,3.4,0.82,7.6,0.47,6.7,0.4,0.5,65,2.3,67,3.4,68,68,1,0.3,81,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Markelle,Fultz,PG,21,190,209,21,70,2.1,2.2,0.74,8.5,0.45,1.9,0.36,0.7,59,3.2,72,5.2,68,72,1.3,0.3,75,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Terrence,Ross,SG,29,198,206,21,65,1.2,2.6,0.85,5,0.4,7.2,0.34,0.4,51,3.3,82,1.2,65,65,1.1,0.4,83,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,DJ,Augustine,PG,32,180,183,21,55,1.5,3,0.88,4.6,0.38,3.5,0.33,0.4,48,2.2,59,4.6,69,60,0.6,0.3,65,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Al-Farouq,Aminu,PF,29,203,220,21,70,1.2,1.9,0.75,3.4,0.32,2.6,0.29,1.3,44,3.5,53,1.4,65,61,1,0.5,68,PT,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Khem,Birch,C,27,206,233,21,63,1.8,2.4,0.65,3.3,0.55,0.1,0.1,2,26,3.3,35,1.2,70,65,0.5,0.7,61,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Wesley,Iwundu,SF,25,198,195,21,65,1.2,2.3,0.82,4.5,0.4,1.8,0.33,0.8,27,2.5,63,1.4,75,64,0.8,0.4,66,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Mo,Bamba,C,21,213,231,21,76,2.8,1.7,0.66,5.7,0.48,2,0.34,1.7,30,4.6,32,1.2,63,73,0.4,2.2,63,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,James,Ennis III,SF,29,198,215,21,65,1.3,1.8,0.8,5.2,0.44,2.6,0.35,1,38,2.4,54,1.3,62,64,0.7,0.4,65,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Michael,Carter-Williams,PG,27,196,190,21,70,2.4,3.1,0.71,7.5,0.41,1.8,0.26,1.1,40,3.5,52,4.4,80,64,1.3,0.5,65,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Melvin,Frazier JR,SG,23,196,215,21,64,2.4,1.4,0.66,4.2,0.38,1.5,0.33,0.7,20,1.1,54,1.4,62,65,0.7,0.2,70,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Joel,Embiid,C,25,213,280,22,78,3.7,9.3,0.82,12.3,0.47,3.9,0.34,2.6,80,9.1,57,3.4,62,72,0.9,2,76,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Al,Horford,PF,33,206,240,22,80,1.6,2.2,0.76,9.8,0.46,4.3,0.33,2.1,67,5.7,44,3.5,64,64,0.9,1.2,79,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Tobias,Harris,SF,27,203,226,22,68,1.4,3.2,0.82,11,0.47,5,0.35,1,62,6.4,63,3,75,68,0.6,0.4,75,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Josh,Richardson,SG,26,196,200,22,73,1.7,2.8,0.82,7.6,0.43,5.4,0.33,0.9,57,2.7,75,3.6,94,70,1.1,0.7,79,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Ben,Simmons,PG,23,208,240,22,76,3.5,5.3,0.62,11.4,0.59,0.1,0.23,2.2,76,6.4,70,8.2,84,76,1.9,0.8,73,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Glenn,Robinson III,SF,25,198,222,22,62,1.5,2,0.83,5.6,0.46,3.4,0.37,0.9,38,2.3,82,1.6,69,68,1,0.4,67,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Mike,Scott,PF,31,201,237,22,63,0.8,2,0.82,7,0.46,4.3,0.37,1.2,40,3.3,50,1.2,75,60,0.6,0.2,59,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Furkan,Korkmaz,SG,22,201,202,22,60,1.2,1.8,0.78,4.8,0.42,8,0.38,0.4,43,2.7,64,2,80,66,0.8,0.2,74,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Kyle,OQuinn,C,29,206,250,22,64,1.4,1.6,0.74,4,0.49,1.5,0.31,2.1,44,4.8,49,2.2,70,65,0.4,1.5,66,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Raul,Neto,PG,27,185,180,22,64,1.4,1,0.82,3.8,0.44,2.5,0.37,0.4,30,1.6,70,3,59,68,0.8,0.2,67,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
